Code,Title,Description
111320,Citrus (except Orange) Groves,"This industry comprises establishments primarily engaged in growing citrus fruits (except oranges).

Illustrative Examples:

Citrus groves (except oranges)
Mandarin groves
Grapefruit groves 
Tangelo groves
Lemon groves
Tangerine groves"
111331,Apple Orchards,This U.S. industry comprises establishments primarily engaged in growing apples.
111332,Grape Vineyards,This U.S. industry comprises establishments primarily engaged in growing grapes and/or growing grapes to sun dry into raisins.
111333,Strawberry Farming,This U.S. industry comprises establishments primarily engaged in growing strawberries.
111334,Berry (except Strawberry) Farming,"This U.S. industry comprises establishments primarily engaged in growing berries.

Illustrative Examples:

Berry (except strawberries) farming 
Cranberry farming
Blackberry farming
Currant farming
Blueberry farming
Raspberry farming"
111335,Tree Nut Farming,"This U.S. industry comprises establishments primarily engaged in growing tree nuts.

Illustrative Examples:

Almond farming
Pistachio farming
Filbert farming
Tree nut farming
Macadamia farming
Walnut farming
Pecan farming"
111336,Fruit and Tree Nut Combination Farming,"This U.S. industry comprises establishments primarily engaged in growing a combination of fruit(s) and tree nut(s) with no one fruit (or family of fruit) or family of tree nuts accounting for one-half of the establishment's agricultural production (i.e., value of crops for market)."
111339,Other Noncitrus Fruit Farming,"This U.S. industry comprises establishments primarily engaged in growing noncitrus fruits (except apples, grapes, berries, and fruit(s) and tree nut(s) combinations).

Illustrative Examples:

Apricot farming
Fig farming
Banana farming
Noncitrus fruit farming
Cherry farming
Peach farming
Coffee farming
Pineapple farming
Date farming
Prune farming"
111411,Mushroom Production,"This U.S. industry comprises establishments primarily engaged in growing mushrooms under cover in mines underground, or in other controlled environments."
111419,Other Food Crops Grown Under Cover,"This U.S. industry comprises establishments primarily engaged in growing food crops (except mushrooms) under glass or protective cover.

Illustrative Examples:
 
Alfalfa sprout farming, grown under cover
Melon farming, grown under cover
Vegetable farming, grown under cover
Hydroponic crop farming
Fruit farming, grown under cover"
111421,Nursery and Tree Production,"This U.S. industry comprises establishments primarily engaged in (1) growing nursery products, nursery stock, shrubbery, bulbs, fruit stock, sod, and so forth, under cover or in open fields and/or (2) growing short rotation woody trees with a growth and harvest cycle of 10 years or less for pulp or tree stock."
111422,Floriculture Production,"This U.S. industry comprises establishments primarily engaged in growing and/or producing floriculture products (e.g., cut flowers and roses, cut cultivated greens, potted flowering and foliage plants, and flower seeds) under cover and in open fields."
111910,Tobacco Farming,This industry comprises establishments primarily engaged in growing tobacco.
111920,Cotton Farming,This industry comprises establishments primarily engaged in growing cotton.
111930,Sugarcane Farming,This industry comprises establishments primarily engaged in growing sugarcane.
111940,Hay Farming,"This industry comprises establishments primarily engaged in growing hay, alfalfa, clover, and/or mixed hay."
111991,Sugar Beet Farming,This U.S. industry comprises establishments primarily engaged in growing sugar beets.
111992,Peanut Farming,This U.S. industry comprises establishments primarily engaged in growing peanuts.
111998,All Other Miscellaneous Crop Farming,"This U.S. industry comprises establishments primarily engaged in one of the following: (1) growing crops (except oilseeds and/or grains; vegetables and/or melons; fruits and/or tree nuts; greenhouse, nursery, and/or floriculture products; tobacco; cotton; sugarcane; hay; sugar beets; or peanuts); (2) growing a combination of crops (except a combination of oilseed(s) and grain(s); and a combination of fruit(s) and tree nut(s)) with no one crop or family of crops accounting for one-half of the establishment's agricultural production (i.e., value of crops for market); or (3) gathering tea or maple sap.

Illustrative Examples:

Agave farming
Mint farming
General combination crop farming (except oilseed and grain; vegetables and melons; fruit and tree nut combinations)
Hay seed farming
Grass seed farming
Hop farming
Spice farming"
112111,Beef Cattle Ranching and Farming,This U.S. industry comprises establishments primarily engaged in raising cattle (including cattle for dairy herd replacements).
112112,Cattle Feedlots,This U.S. industry comprises establishments primarily engaged in feeding cattle for fattening.
112120,Dairy Cattle and Milk Production,This industry comprises establishments primarily engaged in milking dairy cattle.
112130,Dual-Purpose Cattle Ranching and Farming,This industry comprises establishments primarily engaged in raising cattle for both milking and meat production.
112210,Hog and Pig Farming,"This industry comprises establishments primarily engaged in raising hogs and pigs.  These establishments may include farming activities, such as breeding, farrowing, and the raising of weanling pigs, feeder pigs, or market size hogs."
112310,Chicken Egg Production,This industry comprises establishments primarily engaged in raising chickens for egg production.  The eggs produced may be for use as table eggs or hatching eggs.
112320,Broilers and Other Meat Type Chicken Production,"This industry comprises establishments primarily engaged in raising broilers, fryers, roasters, and other meat type chickens."
112330,Turkey Production,This industry comprises establishments primarily engaged in raising turkeys for meat or egg production.
112340,Poultry Hatcheries,This industry comprises establishments primarily engaged in hatching poultry of any kind.
112390,Other Poultry Production,"This industry comprises establishments primarily engaged in raising poultry (except chickens for meat or egg production and turkeys).

Illustrative Examples:

Duck production
Ostrich production
Emu production
Pheasant production
Geese production
Quail production"
112410,Sheep Farming,"This industry comprises establishments primarily engaged in raising sheep and lambs, or feeding lambs for fattening.  The sheep or lambs may be raised for sale or wool production."
112420,Goat Farming,This industry comprises establishments primarily engaged in raising goats.
112511,Finfish Farming and Fish Hatcheries,"This U.S. industry comprises establishments primarily engaged in (1) farm raising finfish (e.g., catfish, trout, goldfish, tropical fish, minnows) and/or (2) hatching fish of any kind."
112512,Shellfish Farming,"This U.S. industry comprises establishments primarily engaged in farm raising shellfish (e.g., crayfish, shrimp, oysters, clams, mollusks)."
112519,Other Aquaculture,"This U.S. industry comprises establishments primarily engaged in (1) farm raising of aquatic animals (except finfish and shellfish) and/or (2) farm raising of aquatic plants.  Alligator, algae, frog, seaweed, or turtle production is included in this industry."
112910,Apiculture,"This industry comprises establishments primarily engaged in raising bees.  These establishments may collect and gather honey; and/or sell queen bees, packages of bees, royal jelly, bees' wax, propolis, venom, pollen, and/or other bee products."
112920,Horses and Other Equine Production,"This industry comprises establishments primarily engaged in raising horses, mules, donkeys, and other equines."
112930,Fur-Bearing Animal and Rabbit Production,This industry comprises establishments primarily engaged in raising fur-bearing animals including rabbits.  These animals may be raised for sale or for their pelt production.
112990,All Other Animal Production,"This industry comprises establishments primarily engaged in (1) raising animals (except cattle, hogs and pigs, poultry, sheep and goats, aquaculture, apiculture, horses and other equines; and fur-bearing animals including rabbits) or (2) raising a combination of animals, with no one animal or family of animals accounting for one-half of the establishment's agricultural production (i.e., value of animals for market).

Illustrative Examples:

Bird production (e.g., canaries, parakeets, parrots)
Laboratory animal production (e.g., rats, mice, guinea pigs)
Combination animal farming (except dairy, poultry)
Companion animals production (e.g., cats, dogs)
Worm production
Deer production
Llama production"
113110,Timber Tract Operations,This industry comprises establishments primarily engaged in the operation of timber tracts for the purpose of selling standing timber.
113210,Forest Nurseries and Gathering of Forest Products,"This industry comprises establishments primarily engaged in (1) growing trees for reforestation and/or (2) gathering forest products, such as gums, barks, balsam needles, rhizomes, fibers, Spanish moss, ginseng, and truffles."
113310,Logging,This industry comprises establishments primarily engaged in one or more of the following: (1) cutting timber; (2) cutting and transporting timber; and (3) producing wood chips in the field.
114111,Finfish Fishing,"This U.S. industry comprises establishments primarily engaged in the commercial catching or taking of finfish (e.g., bluefish, salmon, trout, tuna) from their natural habitat."
114112,Shellfish Fishing,"This U.S. industry comprises establishments primarily engaged in the commercial catching or taking of shellfish (e.g., clams, crabs, lobsters, mussels, oysters, sea urchins, shrimp) from their natural habitat."
114119,Other Marine Fishing,This U.S. industry comprises establishments primarily engaged in the commercial catching or taking of marine animals (except finfish and shellfish).
114210,Hunting and Trapping,"This industry comprises establishments primarily engaged in one or more of the following: (1) commercial hunting and trapping; (2) operating commercial game preserves, such as game retreats; and (3) operating hunting preserves."
115111,Cotton Ginning,This U.S. industry comprises establishments primarily engaged in ginning cotton.
115112,"Soil Preparation, Planting, and Cultivating","This U.S. industry comprises establishments primarily engaged in performing a soil preparation activity or crop production service, such as plowing, fertilizing, seed bed preparation, planting, cultivating, and crop protecting services."
115113,"Crop Harvesting, Primarily by Machine","This U.S. industry comprises establishments primarily engaged in mechanical harvesting, picking, and combining of crops, and related activities.  The machinery used is provided by the servicing establishment."
115114,Postharvest Crop Activities (except Cotton Ginning),"This U.S. industry comprises establishments primarily engaged in performing services on crops, subsequent to their harvest, with the intent of preparing them for market or further processing.  These establishments provide postharvest activities, such as crop cleaning, sun drying, shelling, fumigating, curing, sorting, grading, packing, and cooling."
115115,Farm Labor Contractors and Crew Leaders,This U.S. industry comprises establishments primarily engaged in supplying labor for agricultural production or harvesting.
115116,Farm Management Services,"This U.S. industry comprises establishments primarily engaged in providing farm management services on a contract or fee basis usually to citrus groves, orchards, or vineyards.  These establishments always provide management and may arrange or contract for the partial or the complete operations of the farm establishment(s) they manage.  Operational activities may include cultivating, harvesting, and/or other specialized agricultural support activities."
115210,Support Activities for Animal Production,"This industry comprises establishments primarily engaged in performing support activities related to raising livestock (e.g., cattle, goats, hogs, horses, poultry, sheep).  These establishments may perform one or more of the following: (1) breeding services for animals, including companion animals (e.g., cats, dogs, pet birds); (2) pedigree record services; (3) boarding horses; (4) dairy herd improvement activities; (5) livestock spraying; and (6) sheep dipping and shearing."
115310,Support Activities for Forestry,"This industry comprises establishments primarily engaged in performing particular support activities related to timber production, wood technology, forestry economics and marketing, and forest protection.  These establishments may provide support activities for forestry, such as estimating timber, forest firefighting, forest pest control, treating burned forests from the air for reforestation or on an emergency basis, and consulting on wood attributes and reforestation."
211120,Crude Petroleum Extraction,"This industry comprises establishments primarily engaged in (1) the exploration, development, and/or the production of petroleum from wells in which the hydrocarbons will initially flow or can be produced using normal or enhanced drilling and extraction techniques or (2) the production of crude petroleum from surface shales or tar sands or from reservoirs in which the hydrocarbons are semisolids.  Establishments in this industry operate oil wells on their own account or for others on a contract or fee basis."
211130,Natural Gas Extraction,"This industry comprises establishments primarily engaged in (1) the exploration, development, and/or the production of natural gas from wells in which the hydrocarbons will initially flow or can be produced using normal or enhanced drilling and extraction techniques or (2) the recovery of liquid hydrocarbons from oil and gas field gases.  Establishments primarily engaged in sulfur recovery from natural gas are included in this industry."
212111,Bituminous Coal and Lignite Surface Mining,"This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) surface mining of bituminous coal and lignite; (2) developing bituminous coal and lignite surface mine sites; (3) surface mining and beneficiating (e.g., cleaning, washing, screening, and sizing) of bituminous coal; or (4) beneficiating (e.g., cleaning, washing, screening, and sizing coal), but not mining, bituminous coal."
212112,Bituminous Coal Underground Mining,"This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) underground mining of bituminous coal; (2) developing bituminous coal underground mine sites; and (3) underground mining and beneficiating of bituminous coal (e.g., cleaning, washing, screening, and sizing coal)."
212113,Anthracite Mining,"This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) mining anthracite coal; (2) developing anthracite coal mine sites; and (3) beneficiating anthracite coal (e.g., cleaning, washing, screening, and sizing coal)."
212210,Iron Ore Mining,"This industry comprises establishments primarily engaged in (1) developing mine sites, mining, and/or beneficiating (i.e., preparing) iron ores and manganiferous ores valued chiefly for their iron content and/or (2) producing sinter iron ore (except iron ore produced in iron and steel mills) and other iron ore agglomerates."
212221,Gold Ore Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) ores valued chiefly for their gold content.  Establishments primarily engaged in transformation of the gold into bullion or dore bar in combination with mining activities are included in this industry."
212222,Silver Ore Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) ores valued chiefly for their silver content.  Establishments primarily engaged in transformation of the silver into bullion or dore bar in combination with mining activities are included in this industry."
212230,"Copper, Nickel, Lead, and Zinc Mining","This industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) ores valued chiefly for their copper, nickel, lead, or zinc content.  Beneficiating includes the transformation of ores into concentrates.  Establishments primarily engaged in recovering copper concentrates by the precipitation, leaching, or electrowinning of copper ore are included in this industry."
212291,Uranium-Radium-Vanadium Ore Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) uranium-radium-vanadium ores."
212299,All Other Metal Ore Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) metal ores (except iron and manganiferous ores valued for their iron content, gold ore, silver ore, copper, nickel, lead, zinc, and uranium-radium-vanadium ore).

Illustrative Examples:

Antimony ores mining and/or beneficiating
Rare earth metal ores mining and/or beneficiating
Columbite ores mining and/or beneficiating
Tantalum ores mining and/or beneficiating
Ilmenite ores mining and/or beneficiating
Tungsten ores mining and/or beneficiating
Molybdenum ores mining and/or beneficiating"
212311,Dimension Stone Mining and Quarrying,"This U.S. industry comprises establishments primarily engaged in developing the mine site and/or mining or quarrying dimension stone (i.e., rough blocks and/or slabs of stone)."
212312,Crushed and Broken Limestone Mining and Quarrying,"This U.S. industry comprises (1) establishments primarily engaged in developing the mine site, mining or quarrying crushed and broken limestone (including related rocks, such as dolomite, cement rock, marl, travertine, and calcareous tufa) and (2) preparation plants primarily engaged in beneficiating limestone (e.g., grinding or pulverizing)."
212313,Crushed and Broken Granite Mining and Quarrying,"This U.S. industry comprises (1) establishments primarily engaged in developing the mine site, and/or mining or quarrying crushed and broken granite (including related rocks, such as gneiss, syenite (except nepheline), and diorite) and (2) preparation plants primarily engaged in beneficiating granite (e.g., grinding or pulverizing)."
212319,Other Crushed and Broken Stone Mining and Quarrying,"This U.S. industry comprises: (1) establishments primarily engaged in developing the mine site and/or mining or quarrying crushed and broken stone (except limestone and granite); (2) preparation plants primarily engaged in beneficiating (e.g., grinding and pulverizing) stone (except limestone and granite); and (3) establishments primarily engaged in mining or quarrying bituminous limestone and bituminous sandstone.

Illustrative Examples:

Bituminous limestone mining and/or beneficiating
Marble crushed and broken stone mining and/or beneficiating
Bituminous sandstone mining and/or beneficiating
Sandstone crushed and broken stone mining and/or beneficiating"
212321,Construction Sand and Gravel Mining,"This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) operating commercial grade (i.e., construction) sand and gravel pits; (2) dredging for commercial grade sand and gravel; and (3) washing, screening, or otherwise preparing commercial grade sand and gravel."
212322,Industrial Sand Mining,"This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) operating industrial grade sand pits; (2) dredging for industrial grade sand; and (3) washing, screening, or otherwise preparing industrial grade sand."
212324,Kaolin and Ball Clay Mining,"This U.S. industry comprises (1) establishments primarily engaged in developing the mine site and/or mining kaolin or ball clay (e.g., china clay, paper clay, and slip clay) and (2) establishments primarily engaged in beneficiating (i.e., preparing) kaolin or ball clay."
212325,Clay and Ceramic and Refractory Minerals Mining,"This U.S. industry comprises establishments primarily engaged in one or more of the following: (1) mining clay (except kaolin and ball), ceramic, or refractory minerals; (2) developing the mine site for clay, ceramic, or refractory minerals; and (3) beneficiating (i.e., preparing) clay (except kaolin and ball), ceramic, or refractory minerals.

Illustrative Examples:

Bentonite mining and/or beneficiating
Fuller's earth mining and/or beneficiating
Common clay mining and/or beneficiating
Magnesite mining and/or beneficiating
Feldspar mining and/or beneficiating
Nepheline syenite mining and/or beneficiating
Fire clay mining and/or beneficiating
Shale (except oil shale) mining and/or beneficiating"
212391,"Potash, Soda, and Borate Mineral Mining","This U.S. industry comprises establishments primarily engaged in developing the mine site, mining and/or milling, or otherwise beneficiating (i.e., preparing) natural potassium, sodium, or boron compounds.  Drylake brine operations are included in this industry, as well as establishments engaged in producing the specified minerals from underground and open pit mines."
212392,Phosphate Rock Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining, milling, and/or drying or otherwise beneficiating (i.e., preparing) phosphate rock."
212393,Other Chemical and Fertilizer Mineral Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining, milling, and/or drying or otherwise beneficiating (i.e., preparing) chemical or fertilizer mineral raw materials (except potash, soda, boron, and phosphate rock).

Illustrative Examples:

Barite mining and/or beneficiating
Rock salt mining and/or beneficiating
Celestite mining and/or beneficiating
Sulfur mining and/or beneficiating
Fluorspar mining and/or beneficiating"
212399,All Other Nonmetallic Mineral Mining,"This U.S. industry comprises establishments primarily engaged in developing the mine site, mining and/or milling, or otherwise beneficiating (i.e., preparing) nonmetallic minerals (except stone, sand, gravel, clay, ceramic, refractory minerals, and chemical and fertilizer minerals).

Illustrative Examples:

Gypsum mining and/or beneficiating
Soapstone mining and/or beneficiating
Mica mining and/or beneficiating
Talc mining and/or beneficiating
Pyrophyllite mining and/or beneficiating"
213111,Drilling Oil and Gas Wells,"This U.S. industry comprises establishments primarily engaged in drilling oil and gas wells for others on a contract or fee basis.  This industry includes contractors that specialize in spudding in, drilling in, redrilling, and directional drilling."
213112,Support Activities for Oil and Gas Operations,"This U.S. industry comprises establishments primarily engaged in performing support activities on a contract or fee basis for oil and gas operations (except site preparation and related construction activities).  Services included are exploration (except geophysical surveying and mapping); excavating slush pits and cellars, well surveying; running, cutting, and pulling casings, tubes, and rods; cementing wells, shooting wells; perforating well casings; acidizing and chemically treating wells; and cleaning out, bailing, and swabbing wells."
213113,Support Activities for Coal Mining,"This U.S. industry comprises establishments primarily engaged in providing support activities for coal mining (except site preparation and related construction activities) on a contract or fee basis.  Exploration for coal is included in this industry.  Exploration includes traditional prospecting methods, such as taking core samples and making geological observations at prospective sites."
213114,Support Activities for Metal Mining,"This U.S. industry comprises establishments primarily engaged in providing support activities (except site preparation and related construction activities) on a contract or fee basis for the mining and quarrying of metallic minerals and for the extraction of metal ores.  Exploration for these minerals is included in this industry.  Exploration (except geophysical surveying and mapping services) includes traditional prospecting methods, such as taking core samples and making geological observations at prospective sites."
213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,"This U.S. industry comprises establishments primarily engaged in providing support activities, on a contract or fee basis, for the mining and quarrying of nonmetallic minerals (except fuel) and for the extraction of nonmetallic minerals (except site preparation and related construction activities).  Exploration for these minerals is included in this industry.  Exploration (except geophysical surveying and mapping services) includes traditional prospecting methods, such as taking core samples and making geological observations at prospective sites."
221111,Hydroelectric Power Generation,This U.S. industry comprises establishments primarily engaged in operating hydroelectric power generation facilities.  These facilities use water power to drive a turbine and produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221112,Fossil Fuel Electric Power Generation,"This U.S. industry comprises establishments primarily engaged in operating fossil fuel powered electric power generation facilities.  These facilities use fossil fuels, such as coal, oil, or gas, in internal combustion or combustion turbine conventional steam process to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems."
221113,Nuclear Electric Power Generation,This U.S. industry comprises establishments primarily engaged in operating nuclear electric power generation facilities.  These facilities use nuclear power to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221114,Solar Electric Power Generation,This U.S. industry comprises establishments primarily engaged in operating solar electric power generation facilities.  These facilities use energy from the sun to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221115,Wind Electric Power Generation,This U.S. industry comprises establishments primarily engaged in operating wind electric power generation facilities.  These facilities use wind power to drive a turbine and produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221116,Geothermal Electric Power Generation,This U.S. industry comprises establishments primarily engaged in operating geothermal electric power generation facilities.  These facilities use heat derived from the Earth to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221117,Biomass Electric Power Generation,"This U.S. industry comprises establishments primarily engaged in operating biomass electric power generation facilities.  These facilities use biomass (e.g., wood, waste, alcohol fuels) to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems."
221118,Other Electric Power Generation,"This U.S. industry comprises establishments primarily engaged in operating electric power generation facilities (except hydroelectric, fossil fuel, nuclear, solar, wind, geothermal, biomass).  These facilities convert other forms of energy, such as tidal power, into electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems."
221121,Electric Bulk Power Transmission and Control,"This U.S. industry comprises establishments primarily engaged in operating electric power transmission systems and/or controlling (i.e., regulating voltages) the transmission of electricity from the generating source to distribution centers or other electric utilities.  The transmission system includes lines and transformer stations."
221122,Electric Power Distribution,"This U.S. industry comprises electric power establishments primarily engaged in either (1) operating electric power distribution systems (i.e., consisting of lines, poles, meters, and wiring) or (2) operating as electric power brokers or agents that arrange the sale of electricity via power distribution systems operated by others."
221210,Natural Gas Distribution,"This industry comprises: (1) establishments primarily engaged in operating gas distribution systems (e.g., mains, meters); (2) establishments known as gas marketers that buy gas from the well and sell it to a distribution system; (3) establishments known as gas brokers or agents that arrange the sale of gas over gas distribution systems operated by others; and (4) establishments primarily engaged in transmitting and distributing gas to final consumers."
221310,Water Supply and Irrigation Systems,"This industry comprises establishments primarily engaged in operating water treatment plants and/or operating water supply systems.  The water supply system may include pumping stations, aqueducts, and/or distribution mains.  The water may be used for drinking, irrigation, or other uses."
221320,Sewage Treatment Facilities,"This industry comprises establishments primarily engaged in operating sewer systems or sewage treatment facilities that collect, treat, and dispose of waste."
221330,Steam and Air-Conditioning Supply,"This industry comprises establishments primarily engaged in providing steam, heated air, or cooled air.  The steam distribution may be through mains."
236115,New Single-Family Housing Construction (except For-Sale Builders),"This U.S. industry comprises general contractor establishments primarily responsible for the entire construction of new single-family housing, such as single-family detached houses and town houses or row houses where each housing unit (1) is separated from its neighbors by a ground-to-roof wall and (2) has no housing units constructed above or below.  This industry includes general contractors responsible for the on-site assembly of modular and prefabricated houses.  Single-family housing design-build firms and single-family construction management firms acting as general contractors are included in this industry."
236116,New Multifamily Housing Construction (except For-Sale Builders),"This U.S. industry comprises general contractor establishments primarily responsible for the construction of new multifamily residential housing units (e.g., high-rise, garden, town house apartments, and condominiums where each unit is not separated from its neighbors by a ground-to-roof wall).  Multifamily design-build firms and multifamily housing construction management firms acting as general contractors are included in this industry."
236117,New Housing For-Sale Builders,"This U.S. industry comprises establishments primarily engaged in building new homes on land that is owned or controlled by the builder rather than the homebuyer or investor.  The land is included with the sale of the home.  Establishments in this industry build single-family and/or multifamily homes.  These establishments are often referred to as merchant builders, but are also known as production or for-sale builders."
236118,Residential Remodelers,"This U.S. industry comprises establishments primarily responsible for the remodeling construction (including additions, alterations, reconstruction, maintenance, and repairs) of houses and other residential buildings, single-family and multifamily.  Included in this industry are remodeling general contractors, for-sale remodelers, remodeling design-build firms, and remodeling project construction management firms."
236210,Industrial Building Construction,"This industry comprises establishments primarily responsible for the construction (including new work, additions, alterations, maintenance, and repairs) of industrial buildings (except warehouses).  The construction of selected additional structures, whose production processes are similar to those for industrial buildings (e.g., incinerators, cement plants, blast furnaces, and similar nonbuilding structures), is included in this industry.  Included in this industry are industrial building general contractors, industrial building for-sale builders, industrial building design-build firms, and industrial building construction management firms.

Illustrative Examples:

Assembly plant construction
Furnace, industrial plant, construction
Cannery construction
Mine loading and discharging station construction
Cement plant construction
Paper or pulp mill construction
Chemical plant (except petrochemical) construction
Pharmaceutical manufacturing plant construction
Factory construction
Steel mill construction
Food processing plant construction
Waste disposal plant (except sewage treatment) construction"
236220,Commercial and Institutional Building Construction,"This industry comprises establishments primarily responsible for the construction (including new work, additions, alterations, maintenance, and repairs) of commercial and institutional buildings and related structures, such as stadiums, grain elevators, and indoor swimming facilities.  This industry includes establishments responsible for the on-site assembly of modular or prefabricated commercial and institutional buildings.  Included in this industry are commercial and institutional building general contractors, commercial and institutional building for-sale builders, commercial and institutional building design-build firms, and commercial and institutional building project construction management firms.

Illustrative Examples:

Airport building construction
Office building construction
Arena construction
Parking garage construction
Barrack construction
Prison construction
Farm building construction
Radio and television broadcast studio construction
Fire station construction
Religious building (e.g., church, synagogue, mosque, temple) construction
Grain elevator or bin construction
Restaurant construction
Hospital construction
School building construction
Hotel construction
Shopping mall construction
Indoor swimming facility construction
Warehouse construction (e.g., commercial, industrial, manufacturing, private)"
237110,Water and Sewer Line and Related Structures Construction,"This industry comprises establishments primarily engaged in the construction of water and sewer lines, mains, pumping stations, treatment plants, and storage tanks.  The work performed may include new work, reconstruction, rehabilitation, and repairs.  Specialty trade contractors are included in this industry if they are engaged in activities primarily related to water, sewer line, and related structures construction.  All structures (including buildings) that are integral parts of water and sewer networks (e.g., storage tanks, pumping stations, water treatment plants, and sewage treatment plants) are included in this industry.

Illustrative Examples:

Distribution line, sewer and water, construction
Sewer main, pipe and connection, construction
Fire hydrant installation
Storm sewer construction
Irrigation systems construction
Water main and line construction
Sewage disposal plant construction
Pumping station, water and sewage system, construction
Water system storage tank and tower construction
Reservoir construction
Water treatment plant construction
Water well drilling, digging, boring, or sinking (except water intake wells in oil and gas fields)"
237120,Oil and Gas Pipeline and Related Structures Construction,"This industry comprises establishments primarily engaged in the construction of oil and gas lines, mains, refineries, and storage tanks.  The work performed may include new work, reconstruction, rehabilitation, and repairs.  Specialty trade contractors are included in this industry if they are engaged in activities primarily related to oil and gas pipeline and related structures construction.  All structures (including buildings) that are integral parts of oil and gas networks (e.g., storage tanks, pumping stations, and refineries) are included in this industry.

Illustrative Examples:

Distribution line, gas and oil, construction
Oil refinery construction
Gas main construction
Petrochemical plant construction
Gathering line, gas and oil field, construction
Pumping station, gas and oil transmission, construction
Natural gas pipeline construction
Storage tank, natural gas or oil, tank farm or field, construction
Natural gas processing plant construction"
237130,Power and Communication Line and Related Structures Construction,"This industry comprises establishments primarily engaged in the construction of power lines and towers, power plants, and radio, television, and telecommunications transmitting/receiving towers.  The work performed may include new work, reconstruction, rehabilitation, and repairs.  Specialty trade contractors are included in this industry if they are engaged in activities primarily related to power and communication line and related structures construction.  All structures (including buildings) that are integral parts of power and communication networks (e.g., transmitting towers, substations, and power plants) are included.

Illustrative Examples:

Alternative energy (e.g., geothermal, ocean wave, solar, wind) structure construction
Power line stringing
Cellular phone tower construction
Radio transmitting tower construction
Co-generation plant construction
Satellite receiving station construction
Communication tower construction
Nuclear power plant construction
Telephone line stringing
Electric light and power plant (except hydroelectric) construction
Transformer station and substation, electric power, construction
Electric power transmission line and tower construction
Underground cable (e.g., cable television, electricity, telephone) laying"
