Code,Title,Description
21211,Coal Mining,"This industry comprises establishments primarily engaged in one or more of the following: (1) mining bituminous coal, anthracite, and lignite by underground mining, auger mining, strip mining, culm bank mining, and other surface mining; (2) developing coal mine sites; and (3) beneficiating (i.e., preparing) coal (e.g., cleaning, washing, screening, and sizing coal)."
21221,Iron Ore Mining,""
21222,Gold Ore and Silver Ore Mining,"This industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) ores valued chiefly for their gold and/or silver content.  Establishments primarily engaged in the transformation of the gold and silver into bullion or dore bar in combination with mining activities are included in this industry."
21223,"Copper, Nickel, Lead, and Zinc Mining",""
21229,Other Metal Ore Mining,"This industry comprises establishments primarily engaged in developing the mine site, mining, and/or beneficiating (i.e., preparing) metal ores (except iron and manganiferous ores valued for their iron content, gold ore, silver ore, copper, nickel, lead, and zinc ore).

Illustrative Examples:

Antimony ores mining and/or beneficiating
Tantalum ores mining and/or beneficiating
Columbite ores mining and/or beneficiating
Tungsten ores mining and/or beneficiating
Ilmenite ores mining and/or beneficiating
Uranium-radium-vanadium ores mining and/or beneficiating
Molybdenum ores mining and/or beneficiating"
21231,Stone Mining and Quarrying,"This industry comprises (1) establishments primarily engaged in developing the mine site, mining or quarrying dimension stone (i.e., rough blocks and/or slabs of stone), or mining and quarrying crushed and broken stone and/or (2) preparation plants primarily engaged in beneficiating stone (e.g., crushing, grinding, washing, screening, pulverizing, and sizing)."
21232,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying","This industry comprises (1) establishments primarily engaged in developing the mine site and/or mining, quarrying, dredging for sand and gravel, or mining clay (e.g., china clay, paper clay and slip clay) and (2) preparation plants primarily engaged in beneficiating (e.g., washing, screening, and grinding) sand and gravel, clay, and ceramic and refractory minerals."
21239,Other Nonmetallic Mineral Mining and Quarrying,"This industry comprises establishments primarily engaged in developing the mine site, mining, and/or milling or otherwise beneficiating (i.e., preparing) nonmetallic minerals (except coal, stone, sand, gravel, clay, ceramic, and refractory minerals).

Illustrative Examples:

Barite mining and/or beneficiating
Phosphate rock mining and/or beneficiating
Borate, natural, mining and/or beneficiating
Potash mining and/or beneficiating
Peat mining and/or beneficiating
Rock salt mining and/or beneficiating"
21311,Support Activities for Mining,"This industry comprises establishments primarily engaged in providing support services, on a contract or fee basis, required for the mining and quarrying of minerals and for the extraction of oil and gas.  Drilling, taking core samples, and making geological observations at prospective sites (except geophysical surveying and mapping) for minerals, on a contract or fee basis, are included in this industry."
22111,Electric Power Generation,"This industry comprises establishments primarily engaged in operating electric power generation facilities.  These facilities convert other forms of energy, such as water power (i.e., hydroelectric), fossil fuels, nuclear power, and solar power, into electrical energy.  The establishments in this industry produce electric energy and provide electricity to transmission systems or to electric power distribution systems."
22112,"Electric Power Transmission, Control, and Distribution","This industry comprises establishments primarily engaged in operating electric power transmission systems, controlling (i.e., regulating voltages) the transmission of electricity, and/or distributing electricity.  The transmission system includes lines and transformer stations.  These establishments arrange, facilitate, or coordinate the transmission of electricity from the generating source to the distribution centers, other electric utilities, or final consumers.  The distribution system consists of lines, poles, meters, and wiring that deliver the electricity to final consumers."
22121,Natural Gas Distribution,""
22131,Water Supply and Irrigation Systems,""
22132,Sewage Treatment Facilities,""
22133,Steam and Air-Conditioning Supply,""
23611,Residential Building Construction,"This industry comprises establishments primarily responsible for the construction or remodeling and renovation of single-family and multifamily residential buildings.  Included in this industry are residential housing general contractors (i.e., new construction, remodeling, or renovating existing residential structures), for-sale builders and remodelers of residential structures, residential project construction management firms, and residential design-build firms."
23621,Industrial Building Construction,""
23622,Commercial and Institutional Building Construction,""
23711,Water and Sewer Line and Related Structures Construction,""
23712,Oil and Gas Pipeline and Related Structures Construction,""
23713,Power and Communication Line and Related Structures Construction,""
23721,Land Subdivision,""
23731,"Highway, Street, and Bridge Construction",""
23799,Other Heavy and Civil Engineering Construction,""
23811,Poured Concrete Foundation and Structure Contractors,""
23812,Structural Steel and Precast Concrete Contractors,""
23813,Framing Contractors,""
23814,Masonry Contractors,""
23815,Glass and Glazing Contractors,""
23816,Roofing Contractors,""
23817,Siding Contractors,""
23819,"Other Foundation, Structure, and Building Exterior Contractors",""
23821,Electrical Contractors and Other Wiring Installation Contractors,""
23822,"Plumbing, Heating, and Air-Conditioning Contractors",""
23829,Other Building Equipment Contractors,""
23831,Drywall and Insulation Contractors,""
23832,Painting and Wall Covering Contractors,""
23833,Flooring Contractors,""
23834,Tile and Terrazzo Contractors,""
23835,Finish Carpentry Contractors,""
23839,Other Building Finishing Contractors,""
23891,Site Preparation Contractors,""
23899,All Other Specialty Trade Contractors,""
31111,Animal Food Manufacturing,"This industry comprises establishments primarily engaged in manufacturing food and feed for animals from ingredients, such as grains, oilseed mill products, and meat products."
31121,Flour Milling and Malt Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) milling flour or meal from grains or vegetables; (2) preparing flour mixes or doughs from flour milled in the same establishment; (3) milling, cleaning, and polishing rice; and (4) manufacturing malt from barley, rye, or other grains."
31122,Starch and Vegetable Fats and Oils Manufacturing,This industry comprises establishments primarily engaged in one or more of the following: (1) wet milling corn and vegetables; (2) crushing oilseeds and tree nuts; (3) refining and/or blending vegetable oils; (4) manufacturing shortening and margarine; and (5) blending purchased animal fats with vegetable fats.
31123,Breakfast Cereal Manufacturing,""
31131,Sugar Manufacturing,"This industry comprises establishments primarily engaged in manufacturing raw sugar, liquid sugar, and refined sugar from sugarcane, raw cane sugar and sugar beets."
31134,Nonchocolate Confectionery Manufacturing,""
31135,Chocolate and Confectionery Manufacturing,This industry comprises establishments primarily engaged in (1) manufacturing chocolate and chocolate confectioneries from cacao beans or (2) manufacturing chocolate confectioneries from chocolate produced elsewhere.  Included in this industry are establishments primarily engaged in retailing chocolate confectionery products not for immediate consumption made on the premises from chocolate made elsewhere.
31141,Frozen Food Manufacturing,"This industry comprises establishments primarily engaged in manufacturing frozen fruit, frozen juices, frozen vegetables, and frozen specialty foods (except seafood), such as frozen dinners, entrees, and side dishes; frozen pizza; frozen whipped toppings; and frozen waffles, pancakes, and french toast."
31142,"Fruit and Vegetable Canning, Pickling, and Drying","This industry comprises establishments primarily engaged in manufacturing canned, pickled, and dried fruits, vegetables, and specialty foods.  Establishments in this industry may package the dried or dehydrated ingredients they make with other purchased ingredients.  Examples of products made by these establishments are canned juices; canned baby foods; canned soups (except seafood); canned dry beans; canned tomato-based sauces, such as catsup, salsa, chili sauce, spaghetti sauce, barbeque sauce, and tomato paste; pickles and relishes; jams and jellies; dried soup mixes and bouillon; and sauerkraut."
31151,Dairy Product (except Frozen) Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing dairy products (except frozen) from raw milk and/or processed milk products; (2) manufacturing dairy substitutes (except frozen) from soybeans and other nondairy substances; and (3) manufacturing dry, condensed, concentrated, and evaporated dairy and dairy substitute products."
31152,Ice Cream and Frozen Dessert Manufacturing,""
31161,Animal Slaughtering and Processing,"This industry comprises establishments primarily engaged in one or more of the following: (1) slaughtering animals; (2) preparing processed meats and meat byproducts; and (3) rendering and/or refining animal fat, bones, and meat scraps.  This industry includes establishments primarily engaged in assembly cutting and packing of meats (i.e., boxed meats) from purchased carcasses."
31171,Seafood Product Preparation and Packaging,""
31181,Bread and Bakery Product Manufacturing,This industry comprises establishments primarily engaged in manufacturing fresh and frozen bread and other bakery products.
31182,"Cookie, Cracker, and Pasta Manufacturing",This industry comprises establishments primarily engaged in one of the following: (1) manufacturing cookies and crackers; (2) preparing flour and dough mixes and dough from flour ground elsewhere; and (3) manufacturing dry pasta.  The establishments in this industry may package the dry pasta they manufacture with other ingredients.
31183,Tortilla Manufacturing,""
31191,Snack Food Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) salting, roasting, drying, cooking, or canning nuts; (2) processing grains or seeds into snacks; (3) manufacturing peanut butter; and (4) manufacturing potato chips, corn chips, popped popcorn, pretzels (except soft), pork rinds, and similar snacks."
31192,Coffee and Tea Manufacturing,""
31193,Flavoring Syrup and Concentrate Manufacturing,""
31194,Seasoning and Dressing Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing dressings and sauces, such as mayonnaise, salad dressing, vinegar, mustard, horseradish, soy sauce, tarter sauce, Worcestershire sauce, and other prepared sauces (except tomato-based and gravies); (2) manufacturing spices, table salt, seasoning, and flavoring extracts (except coffee and meat), and natural food colorings; and (3) manufacturing dry mix food preparations, such as salad dressing mixes, gravy and sauce mixes, frosting mixes, and other dry mix preparations."
31199,All Other Food Manufacturing,"This industry comprises establishments primarily engaged in manufacturing food (except animal food; grain and oilseed milling; sugar and confectionery products; preserved fruits, vegetables, and specialty foods; dairy products; meat products; seafood products; baked goods and tortillas; snack foods; coffee and tea; flavoring syrups and concentrates; seasonings; and dressings).  Included in this industry are establishments primarily engaged in mixing purchased dried and/or dehydrated ingredients, including those mixing purchased dried and/or dehydrated ingredients for soup mixes and bouillon.

Illustrative Examples:

Baking powder manufacturing
Cut or peeled fresh vegetables manufacturing
Dessert puddings manufacturing
Egg substitutes manufacturing
Sweetening syrups (except pure maple) manufacturing
Fresh pasta manufacturing
Fresh pizza manufacturing
Honey processing
Popcorn (except popped) manufacturing
Powdered drink mixes (except chocolate, coffee, tea, or milk based) manufacturing"
31211,Soft Drink and Ice Manufacturing,This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing soft drinks; (2) manufacturing ice; and (3) purifying and bottling water.
31212,Breweries,""
31213,Wineries,""
31214,Distilleries,""
31223,Tobacco Manufacturing,""
31311,"Fiber, Yarn, and Thread Mills",""
31321,Broadwoven Fabric Mills,""
31322,Narrow Fabric Mills and Schiffli Machine Embroidery,""
31323,Nonwoven Fabric Mills,""
31324,Knit Fabric Mills,""
31331,Textile and Fabric Finishing Mills,""
31332,Fabric Coating Mills,""
31411,Carpet and Rug Mills,""
31412,Curtain and Linen Mills,""
31491,Textile Bag and Canvas Mills,""
31499,All Other Textile Product Mills,"This industry comprises establishments primarily engaged in manufacturing nonapparel textile products (except carpet, rugs, curtains, linens, bags, and canvas products) from purchased materials.  This industry includes establishments primarily engaged in decorative stitching such as embroidery or other art needlework on textile products, including apparel.

Illustrative Examples:

Batts and batting (except nonwoven fabrics) manufacturing
Carpet cutting and binding
Diapers (except disposable) made from purchased materials
Embroidering on textile products or apparel for the trade
Fishing nets made from purchased materials
Ropes (except wire rope) manufacturing
Sleeping bags manufacturing
Tire cord and fabric, all materials, manufacturing
Twines manufacturing"
31511,Hosiery and Sock Mills,""
31519,Other Apparel Knitting Mills,""
31521,Cut and Sew Apparel Contractors,""
31522,Men’s and Boys’ Cut and Sew Apparel Manufacturing,""
31524,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",""
31528,Other Cut and Sew Apparel Manufacturing,""
31599,Apparel Accessories and Other Apparel Manufacturing,""
31611,Leather and Hide Tanning and Finishing,""
31621,Footwear Manufacturing,""
31699,Other Leather and Allied Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing leather products (except footwear and apparel) from purchased leather or leather substitutes (e.g., fabric, plastics).

Illustrative Examples:

Billfolds, all materials, manufacturing
Boot and shoe cut stock and findings, leather, manufacturing
Dog furnishings (e.g., collars, leashes, harnesses, muzzles), manufacturing
Luggage, all materials, manufacturing
Purses, women's, all materials (except metal), manufacturing
Shoe soles, leather, manufacturing
Toilet kits and cases (except metal) manufacturing
Watch bands (except metal) manufacturing
Welders' jackets, leggings, and sleeves, leather, manufacturing"
32111,Sawmills and Wood Preservation,"This industry comprises establishments primarily engaged in one or more of the following: (1) sawing dimension lumber, boards, beams, timber, poles, ties, shingles, shakes, siding, and wood chips from logs or bolts; (2) sawing round wood poles, pilings, and posts and treating them with preservatives; and (3) treating wood sawed, planed, or shaped in other establishments with creosote or other preservatives to prevent decay and to protect against fire and insects.  Sawmills may plane the rough lumber that they make with a planing machine to achieve smoothness and uniformity of size."
32121,"Veneer, Plywood, and Engineered Wood Product Manufacturing","This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing veneer and/or plywood; (2) manufacturing engineered wood members; and (3) manufacturing reconstituted wood products.  This industry includes manufacturing plywood from veneer made in the same establishment or from veneer made in other establishments, and manufacturing plywood faced with nonwood materials, such as plastics or metal.

Illustrative Examples:

Fabricated structural wood members manufacturing
Laminated structural wood members manufacturing
Medium density fiberboard (MDF) manufacturing
Oriented strandboard (OSB) manufacturing
Particleboard manufacturing
Plywood manufacturing
Reconstituted wood sheets and boards manufacturing
Roof trusses, wood, manufacturing
Veneer mills
Waferboard manufacturing"
32191,Millwork,"This industry comprises establishments primarily engaged in manufacturing hardwood and softwood cut stock and dimension stock (i.e., shapes); wood windows and wood doors; and other millwork including wood flooring.  Dimension stock or cut stock is defined as lumber and worked wood products cut or shaped to specialized sizes.  These establishments generally use woodworking machinery, such as jointers, planers, lathes, and routers to shape wood."
32192,Wood Container and Pallet Manufacturing,""
32199,All Other Wood Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing wood products (except establishments operating sawmills and wood preservation facilities; and establishments manufacturing veneer, plywood, engineered wood products, millwork, wood containers, or pallets).

Illustrative Examples:

Mobile homes manufacturing
Panels, prefabricated wood building, manufacturing
Prefabricated wood buildings manufacturing
Sections, prefabricated wood building, manufacturing
Wood dowels manufacturing
Wood handles (e.g., broom, handtool, mop) manufacturing"
32211,Pulp Mills,""
32212,Paper Mills,"This industry comprises establishments primarily engaged in manufacturing paper from pulp. These establishments may manufacture or purchase pulp.  In addition, the establishments may convert the paper they make.  The activity of making paper classifies an establishment into this industry regardless of the output."
32213,Paperboard Mills,""
32221,Paperboard Container Manufacturing,"This industry comprises establishments primarily engaged in converting paperboard into containers without manufacturing paperboard.  These establishments use corrugating, cutting, and shaping machinery to form paperboard into containers.  Products made by these establishments include boxes, corrugated sheets, pads, pallets, paper dishes, and fiber drums and reels."
32222,Paper Bag and Coated and Treated Paper Manufacturing,""
32223,Stationery Product Manufacturing,""
32229,Other Converted Paper Product Manufacturing,"This industry comprises establishments primarily engaged in (1) converting paper and paperboard into products (except containers, bags, coated and treated paper and paperboard, and stationery products) or (2) converting pulp into pulp products, such as disposable diapers, or molded pulp egg cartons, food trays, and dishes.  Processes used include laminating or lining purchased paper or paperboard.

Illustrative Examples:

Crepe paper made from purchased paper
Die-cut paper products (except for office use) made from purchased paper or paperboard
Molded pulp products (e.g., egg cartons, food containers, food trays) manufacturing
Paper novelties made from purchased paper
Sanitary products made from purchased sanitary paper stock"
32311,Printing,"This industry comprises establishments primarily engaged in printing on apparel and textile products, paper, metal, glass, plastics, and other materials, except fabric (grey goods).  The printing processes employed include, but are not limited to, lithographic, gravure, screen, flexographic, digital, and letterpress.  Establishments in this industry do not manufacture the stock that they print, but may perform postprinting activities, such as folding, cutting, or laminating the materials they print, and mailing."
32312,Support Activities for Printing,""
32411,Petroleum Refineries,""
32412,"Asphalt Paving, Roofing, and Saturated Materials Manufacturing",This industry comprises establishments primarily engaged in (1) manufacturing asphalt and tar paving mixtures and blocks and roofing cements and coatings from purchased asphaltic materials and/or (2) saturating purchased mats and felts with asphalt or tar from purchased asphaltic materials.
32419,Other Petroleum and Coal Products Manufacturing,"This industry comprises establishments primarily engaged in manufacturing petroleum products (except asphalt paving, roofing, and saturated materials) from refined petroleum or coal products made in coke ovens not integrated with a steel mill.

Illustrative Examples:

Biodiesel fuels not made in petroleum refineries and blended with purchased refined petroleum
Coke oven products (e.g., coke, gases, tars) made in coke oven establishments
Petroleum brake fluids made from refined petroleum
Petroleum briquettes made from refined petroleum
Petroleum jelly made from refined petroleum
Petroleum lubricating oils and greases made from refined petroleum
Petroleum waxes made from refined petroleum
Re-refining used petroleum lubricating oils"
32511,Petrochemical Manufacturing,""
32512,Industrial Gas Manufacturing,""
32513,Synthetic Dye and Pigment Manufacturing,""
32518,Other Basic Inorganic Chemical Manufacturing,""
32519,Other Basic Organic Chemical Manufacturing,"This industry comprises establishments primarily engaged in manufacturing basic organic chemicals (except petrochemicals, industrial gases, and synthetic dyes and pigments).

Illustrative Examples:

Biodiesel fuels not made in petroleum refineries and not blended with petroleum
Carbon organic compounds, not specified elsewhere by process, manufacturing
Cyclic intermediates made from refined petroleum or natural gas (except aromatic petrochemicals)
Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing
Fatty acids (e.g., margaric, oleic, stearic) manufacturing
Gum and wood chemicals manufacturing
Organo-inorganic compound manufacturing
Plasticizers (i.e., basic synthetic chemical) manufacturing
Silicone (except resins) manufacturing
Synthetic sweeteners (i.e., sweetening agents) manufacturing"
32521,Resin and Synthetic Rubber Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing synthetic resins, plastics materials, and nonvulcanizable elastomers and mixing and blending resins on a custom basis; (2) manufacturing noncustomized synthetic resins; and (3) manufacturing synthetic rubber."
32522,Artificial and Synthetic Fibers and Filaments Manufacturing,""
32531,Fertilizer Manufacturing,This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing nitrogenous or phosphatic fertilizer materials; (2) manufacturing fertilizers from sewage or animal waste; (3) manufacturing nitrogenous or phosphatic materials and mixing with other ingredients into fertilizers; and (4) mixing ingredients made elsewhere into fertilizers.
32532,Pesticide and Other Agricultural Chemical Manufacturing,""
32541,Pharmaceutical and Medicine Manufacturing,"This industry comprises establishments primarily engaged in one or more of the following: (1) manufacturing biological and medicinal products; (2) processing (i.e., grading, grinding, and milling) botanical drugs and herbs; (3) isolating active medicinal principals from botanical drugs and herbs; and (4) manufacturing pharmaceutical products intended for internal and external consumption in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions."
32551,Paint and Coating Manufacturing,""
32552,Adhesive Manufacturing,""
32561,Soap and Cleaning Compound Manufacturing,"This industry comprises establishments primarily engaged in manufacturing and packaging soaps and other cleaning compounds, surface active agents, and textile and leather finishing agents used to reduce tension or speed the drying process."
32562,Toilet Preparation Manufacturing,""
32591,Printing Ink Manufacturing,""
32592,Explosives Manufacturing,""
32599,All Other Chemical Product and Preparation Manufacturing,"This industry comprises establishments primarily engaged in manufacturing chemical products (except basic chemicals, resins, and synthetic rubber; cellulosic and noncellulosic fibers and filaments; pesticides, fertilizers, and other agricultural chemicals; pharmaceuticals and medicines; paints, coatings, and adhesives; soaps, cleaning compounds, and toilet preparations; printing inks; and explosives).

Illustrative Examples:

Activated carbon and charcoal manufacturing
Antifreeze preparations manufacturing
Custom compounding (i.e., blending and mixing) of purchased plastics resins
Electronic cigarette vapor refills manufacturing
Industrial salt manufacturing
Matches and matchbook manufacturing
Photographic chemicals manufacturing
Pyrotechnics (e.g., flares, flashlight bombs, signals) manufacturing
Sugar substitutes (i.e., synthetic sweeteners blended with other ingredients) made from purchased synthetic sweeteners
Swimming pool chemical preparations manufacturing
Writing inks manufacturing"
32611,Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing,"This industry comprises establishments primarily engaged in (1) converting plastics resins into unsupported plastics film and sheet and/or (2) forming, coating, or laminating plastics film and sheet into plastics bags."
32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing","This industry comprises establishments primarily engaged in manufacturing plastics pipes and pipe fittings, and plastics profile shapes such as rod, tube, and sausage casings."
32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",""
32614,Polystyrene Foam Product Manufacturing,""
32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,""
32616,Plastics Bottle Manufacturing,""
32619,Other Plastics Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing plastics plumbing fixtures and other plastics products (except film, sheet, bags, profile shapes, pipes, pipe fittings, laminates, foam products, and bottles).

Illustrative Examples:

Inflatable plastics swimming pool rafts and similar flotation devices manufacturing
Plastics air mattresses manufacturing
Plastics bottle caps and lids manufacturing
Plastics bowls and bowl covers manufacturing
Plastics clothes hangers manufacturing
Plastics cups (except foam) manufacturing
Plastics dinnerware (except foam) manufacturing
Plastics gloves manufacturing
Plastics hardware manufacturing
Plastics ice chests or coolers (except plastics foam) manufacturing
Plastics or fiberglass plumbing fixtures (e.g., toilets, shower stalls, urinals) manufacturing
Plastics prefabricated buildings manufacturing
Plastics siding manufacturing
Plastics trash containers manufacturing
Resilient floor coverings (e.g., sheet, tiles) manufacturing"
32621,Tire Manufacturing,This industry comprises establishments primarily engaged in manufacturing tires and inner tubes from natural and synthetic rubber and retreading or rebuilding tires.
32622,Rubber and Plastics Hoses and Belting Manufacturing,""
32629,Other Rubber Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing rubber products (except tires, hoses, and belting) from natural and synthetic rubber.

Illustrative Examples:

Birth control devices (e.g., diaphragms, prophylactics) manufacturing
Latex foam rubber manufacturing
Mechanical rubber goods (i.e., molded, extruded, lathe-cut) manufacturing
Reclaiming rubber from waste and scrap
Rubber balloons manufacturing
Rubber bands manufacturing
Rubber floor mats (e.g., door, bath) manufacturing
Rubber hair care products (e.g., combs, curlers) manufacturing
Rubber tubing manufacturing"
32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",""
32712,Clay Building Material and Refractories Manufacturing,""
32721,Glass and Glass Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing glass and/or glass products.  Establishments in this industry may manufacture glass and/or glass products by melting silica sand or cullet, or from purchased glass."
32731,Cement Manufacturing,""
32732,Ready-Mix Concrete Manufacturing,""
32733,"Concrete Pipe, Brick, and Block Manufacturing","This industry comprises establishments primarily engaged in manufacturing concrete pipe, brick, and block."
32739,Other Concrete Product Manufacturing,""
32741,Lime Manufacturing,""
32742,Gypsum Product Manufacturing,""
32791,Abrasive Product Manufacturing,""
32799,All Other Nonmetallic Mineral Product Manufacturing,This industry comprises establishments primarily engaged in manufacturing nonmetallic mineral products (except pottery and plumbing fixtures; clay building materials and refractories; glass and glass products; cement; ready-mix concrete; concrete products; lime; gypsum products; and abrasive products).
33111,Iron and Steel Mills and Ferroalloy Manufacturing,""
33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,""
33122,Rolling and Drawing of Purchased Steel,"This industry comprises establishments primarily engaged in rolling and/or drawing steel shapes, such as plate, sheet, strip, rod, and bar, from purchased steel."
33131,Alumina and Aluminum Production and Processing,"This industry comprises establishments primarily engaged in one or more of the following: (1) refining alumina; (2) making (i.e., the primary production) aluminum from alumina; (3) recovering aluminum from scrap or dross; (4) alloying purchased aluminum; and (5) manufacturing aluminum primary forms (e.g., bar, foil, pipe, plate, rod, sheet, tube, wire)."
33141,Nonferrous Metal (except Aluminum) Smelting and Refining,""
33142,"Copper Rolling, Drawing, Extruding, and Alloying",""
33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and Alloying","This industry comprises establishments primarily engaged in one or more of the following: (1) recovering nonferrous metals (except copper and aluminum) and nonferrous metal alloys from scrap; (2) alloying purchased nonferrous metals (except copper and aluminum); (3) rolling, drawing, and extruding shapes from purchased nonferrous metals (except copper and aluminum); and (4) recovering nonferrous metals from scrap (except copper and aluminum) and rolling, drawing, or extruding shapes in integrated facilities."
33151,Ferrous Metal Foundries,This industry comprises establishments primarily engaged in pouring molten iron and steel into molds of a desired shape to make castings.  Establishments in this industry purchase iron and steel made in other establishments.
33152,Nonferrous Metal Foundries,"This industry comprises establishments primarily engaged in pouring and/or introducing molten nonferrous metal, under high pressure, into metal molds or dies to manufacture castings. Establishments in this industry purchase nonferrous metals made in other establishments."
